status;atlas_ref_id;brot_id;rezept_variante;name;gruppe;schritt_nr;zutaten_list;anweisung;techniken_tags;zeit_aufwand;bild_ref;quelle;bild_lead;step_bild_positive_prompt;step_bild_negativ_prompt;lead_bild_positive_prompt;lead_bild_negativ_prompt;tipps;gemini_comment1;gemini_comment2;Herkunft;Geschichte, Entstehung;Tradition;
active;IT-CIAB-001;ITA-00001-G-001;1;Ciabatta (Original);Italienische Brote;1;150g Weizenmehl (Tipo 00 oder 550), 75g Wasser, 1g Hefe (frisch);Vorteig (Biga) ansetzen: Zutaten zu einem festen, krümeligen Teig verkneten. In einem hohen Gefäss luftdicht verschlossen 14-16 Stunden bei 16-18°C reifen lassen.;Fermentieren;10 Min + 14h Ruhe;ITA-00001-G-001-st1.jpg;Traditionell;ITA-00001-G-001.jpg;Professional food photography, close up of Biga (firm preferment) in bowl, dry shaggy texture;blurry, text, cartoon;Professional food photography, Ciabatta Bread, flat slipper-shaped loaf, crispy crust with flour/semola dusting, porous airy crumb;blurry, text, cartoon;Biga ist sehr fest und trocken.;Kühle Gare wichtig.;Bringt den typischen Geschmack.;Italien (Venetien);Erfunden 1982 von Arnaldo Cavallari als Antwort auf das französische Baguette.;Der Name 'Ciabatta' bedeutet 'Pantoffel' (wegen der flachen Form). Innen extrem grossporig.;
active;IT-CIAB-001;ITA-00001-G-001;1;Ciabatta (Original);Italienische Brote;2;Reifer Biga, 350g Weizenmehl (proteinreich), 250g Wasser (eiskalt), 3g Hefe, 5g Malz (optional);Hauptteig mischen: Biga in Stücke zupfen. Mit Mehl, Hefe und Malz in die Schüssel geben. Zuerst nur ca. 220g des Wassers hinzugeben. 5 Min langsam mischen (Autolyse-Effekt).;Mischen;5 Min;null;Traditionell;ITA-00001-G-001.jpg;Professional food photography, mixing biga pieces into flour and water;blurry, text, cartoon;Professional food photography, Ciabatta Bread, flat slipper-shaped loaf, crispy crust with flour/semola dusting, porous airy crumb;blurry, text, cartoon;Biga zerkleinern.;Kaltes Wasser, da Knetung intensiv.;Proteinreiches Mehl verwenden.;Italien (Venetien);Erfunden 1982 von Arnaldo Cavallari als Antwort auf das französische Baguette.;Der Name 'Ciabatta' bedeutet 'Pantoffel' (wegen der flachen Form). Innen extrem grossporig.;
active;IT-CIAB-001;ITA-00001-G-001;1;Ciabatta (Original);Italienische Brote;3;10g Salz, 30g Restwasser;Kneten & Bassinage: Salz zugeben. Auf schneller Stufe kneten. Das restliche Wasser (30g) schluckweise hinzugeben ("Bassinage"), immer erst wenn das vorherige Wasser aufgenommen wurde. Kneten bis der Fenstertest perfekt ist (Teig ist sehr weich/glänzend).;Kneten,Bassinage;15 Min;ITA-00001-G-001-st3.jpg;Traditionell;ITA-00001-G-001.jpg;Professional food photography, high hydration ciabatta dough in mixer, glossy and smooth, bassinage technique;blurry, text, cartoon;Professional food photography, Ciabatta Bread, flat slipper-shaped loaf, crispy crust with flour/semola dusting, porous airy crumb;blurry, text, cartoon;Bassinage erhöht Wasseraufnahme.;Teig muss glänzen und schmatzen.;Fenstertest ist Pflicht.;Italien (Venetien);Erfunden 1982 von Arnaldo Cavallari als Antwort auf das französische Baguette.;Der Name 'Ciabatta' bedeutet 'Pantoffel' (wegen der flachen Form). Innen extrem grossporig.;
active;IT-CIAB-001;ITA-00001-G-001;1;Ciabatta (Original);Italienische Brote;4;Olivenöl (für die Wanne);Stockgare & Coil Folds: Teig in eine geölte, rechteckige Wanne geben. 3 Stunden reifen lassen. Nach 30, 60 und 90 Minuten jeweils "Coil Folds" machen (Teig anheben und unter sich selbst falten), um Struktur aufzubauen.;Gären,Falten;3 Std;ITA-00001-G-001-st4.jpg;Traditionell;ITA-00001-G-001.jpg;Professional food photography, baker performing coil fold with wet dough in tub;blurry, text, cartoon;Professional food photography, Ciabatta Bread, flat slipper-shaped loaf, crispy crust with flour/semola dusting, porous airy crumb;blurry, text, cartoon;Coil Folds sind schonender als Stretch & Fold.;Luftblasen erhalten.;Öl in Wanne verhindert Kleben.;Italien (Venetien);Erfunden 1982 von Arnaldo Cavallari als Antwort auf das französische Baguette.;Der Name 'Ciabatta' bedeutet 'Pantoffel' (wegen der flachen Form). Innen extrem grossporig.;
active;IT-CIAB-001;ITA-00001-G-001;1;Ciabatta (Original);Italienische Brote;5;Viel Semola (Hartweizengriess) oder Mehl;Formen: Arbeitsfläche dick mit Semola bestreuen. Teigwanne vorsichtig umdrehen, Teig herausgleiten lassen (NICHT drücken/entgasen!). Teigoberfläche bemehlen. Mit Teigkarte in 3-4 längliche Rechtecke ("Pantoffeln") abstechen.;Formen,Teilen;10 Min;ITA-00001-G-001-st5.jpg;Traditionell;ITA-00001-G-001.jpg;Professional food photography, cutting ciabatta dough on bed of semola flour, airy cut edge;blurry, text, cartoon;Professional food photography, Ciabatta Bread, flat slipper-shaped loaf, crispy crust with flour/semola dusting, porous airy crumb;blurry, text, cartoon;Semola gibt Knusperkruste.;Nicht formen, nur abstechen.;Luftblasen sind heilig.;Italien (Venetien);Erfunden 1982 von Arnaldo Cavallari als Antwort auf das französische Baguette.;Der Name 'Ciabatta' bedeutet 'Pantoffel' (wegen der flachen Form). Innen extrem grossporig.;
active;IT-CIAB-001;ITA-00001-G-001;1;Ciabatta (Original);Italienische Brote;6;Keine;Stückgare: Die Teiglinge vorsichtig auf ein bemehltes Bäckerleinen (Couche) heben. Mit Tuch stützen. Ca. 30-45 Minuten gehen lassen. Ofen mit Backstein auf 250°C vorheizen.;Gären;45 Min;null;Traditionell;ITA-00001-G-001.jpg;Professional food photography, ciabatta loaves proofing on linen cloth;blurry, text, cartoon;Professional food photography, Ciabatta Bread, flat slipper-shaped loaf, crispy crust with flour/semola dusting, porous airy crumb;blurry, text, cartoon;Vorsichtig bewegen.;Leinen stützt die weichen Teiglinge.;Backstein speichert Hitze.;Italien (Venetien);Erfunden 1982 von Arnaldo Cavallari als Antwort auf das französische Baguette.;Der Name 'Ciabatta' bedeutet 'Pantoffel' (wegen der flachen Form). Innen extrem grossporig.;
active;IT-CIAB-001;ITA-00001-G-001;1;Ciabatta (Original);Italienische Brote;7;Wasser (Schwaden);Backen: Teiglinge vorsichtig (evtl. mit Kippdiele) auf den heissen Stein befördern. Viel Dampf! Nach 10 Min Dampf ablassen. Temperatur auf 230°C. Goldbraun backen (ca. 20-25 Min). Auf Gitter auskühlen lassen.;Backen;25 Min;ITA-00001-G-001-st7.jpg;Traditionell;ITA-00001-G-001.jpg;Professional food photography, ciabatta baking on stone, airy crumb;blurry, text, cartoon;Professional food photography, Ciabatta Bread, flat slipper-shaped loaf, crispy crust with flour/semola dusting, porous airy crumb;blurry, text, cartoon;Heisser Stein für Ofentrieb.;Dampf für Kruste.;Kippdiele hilft beim Transfer.;Italien (Venetien);Erfunden 1982 von Arnaldo Cavallari als Antwort auf das französische Baguette.;Der Name 'Ciabatta' bedeutet 'Pantoffel' (wegen der flachen Form). Innen extrem grossporig.;
active;COL-PAN-01;COL-00001-G-001;1;Pandebono;Kolumbianische Brote;1;250g Tapiokastärke, 150g Masarepa (Maismehl), 1 EL Zucker, 1 TL Salz;Trockenmischung: In einer grossen Schüssel die Tapiokastärke, das vorgekochte Maismehl (Masarepa), Zucker und Salz gut vermischen.;Mischen;5 Min;COL-00001-G-001-st1.jpg;Familienrezept;COL-00001-G-001.jpg;Professional food photography, mixing tapioca starch and corn flour in a bowl, white powders;blurry, text, cartoon;Professional food photography, Pandebono colombian cheese bread, round golden balls, rustic wooden table, soft lighting;blurry, text, cartoon;Gut vermengen, damit keine Nester entstehen.;Masarepa ist vorgekochtes Mehl.;Tapioka sorgt für die Dehnbarkeit.;Kolumbien (Valle del Cauca);Der Name soll von 'Pan del Bono' (Brot des Gutscheins) stammen, da Arbeiter früher mit Gutscheinen dafür bezahlten.;Klassiker zum Frühstück oder Nachmittagssnack (Algo).;
active;COL-PAN-01;COL-00001-G-001;1;Pandebono;Kolumbianische Brote;2;250g Feta (zerbröselt), 250g Queso Fresco/Mozzarella (gerieben);Käse einarbeiten: Den Feta und den Mozzarella zur Mehlmischung geben. Mit den Händen kräftig in das Mehl reiben, bis eine krümelige, sandige Konsistenz entsteht.;Reiben,Mischen;5 Min;COL-00001-G-001-st2.jpg;Familienrezept;COL-00001-G-001.jpg;Professional food photography, hands rubbing cheese into flour mixture, crumbly texture;blurry, text, cartoon;Professional food photography, Pandebono colombian cheese bread, round golden balls, rustic wooden table, soft lighting;blurry, text, cartoon;Käse muss fein verteilt sein.;Je salziger der Käse, desto weniger Salzzugabe.;Feta imitiert den 'Costeño'-Käse gut.;Kolumbien (Valle del Cauca);Der Name soll von 'Pan del Bono' (Brot des Gutscheins) stammen, da Arbeiter früher mit Gutscheinen dafür bezahlten.;Klassiker zum Frühstück oder Nachmittagssnack (Algo).;
active;COL-PAN-01;COL-00001-G-001;1;Pandebono;Kolumbianische Brote;3;1 Ei, ca. 50ml Milch (nach Gefühl);Teigbindung: Ei hinzufügen und kneten. Milch nur esslöffelweise zugeben, bis der Teig weich und formbar wie Knete ist, aber nicht mehr an den Händen klebt.;Kneten;5 Min;COL-00001-G-001-st3.jpg;Familienrezept;COL-00001-G-001.jpg;Professional food photography, smooth cheese dough ball, like playdough texture;blurry, text, cartoon;Professional food photography, Pandebono colombian cheese bread, round golden balls, rustic wooden table, soft lighting;blurry, text, cartoon;Nicht zu nass machen!;Teig darf nicht reissen.;Muss sich leicht formen lassen.;Kolumbien (Valle del Cauca);Der Name soll von 'Pan del Bono' (Brot des Gutscheins) stammen, da Arbeiter früher mit Gutscheinen dafür bezahlten.;Klassiker zum Frühstück oder Nachmittagssnack (Algo).;
active;COL-PAN-01;COL-00001-G-001;1;Pandebono;Kolumbianische Brote;4;Keine;Formen & Backen: Golfballgrosse Kugeln formen, leicht flach drücken (oder Ringe formen). Auf Backpapier bei 200°C (Ober-/Unterhitze) für 15-20 Min backen, bis sie goldgelb sind.;Formen,Backen;20 Min;COL-00001-G-001-st4.jpg;Familienrezept;COL-00001-G-001.jpg;Professional food photography, baking tray with raw pandebono balls going into oven;blurry, text, cartoon;Professional food photography, Pandebono colombian cheese bread, round golden balls, rustic wooden table, soft lighting;blurry, text, cartoon;Abstand lassen, gehen etwas auf.;Heiss servieren!;Werden beim Abkühlen härter.;Kolumbien (Valle del Cauca);Der Name soll von 'Pan del Bono' (Brot des Gutscheins) stammen, da Arbeiter früher mit Gutscheinen dafür bezahlten.;Klassiker zum Frühstück oder Nachmittagssnack (Algo).;
active;COL-ARE-01;COL-00002-G-001;1;Arepa de Choclo;Kolumbianische Brote;1;3 Tassen Zuckermais (Körner), 50ml Milch, 1 Ei;Maisbasis herstellen: Die frischen (oder Dosen-) Maiskörner mit Milch und Ei im Mixer pürieren. Es sollte eine grobe Paste entstehen, keine Suppe.;Mixen;5 Min;COL-00002-G-001-st1.jpg;Anden-Rezept;COL-00002-G-001.jpg;Professional food photography, blender with yellow corn paste, rustic kitchen;blurry, text, cartoon;Professional food photography, Arepa de Choclo, golden corn pancake folded over melting white cheese, steam;blurry, text, cartoon;Süsser Mais (Sweet Corn) ist essenziell.;Nicht zu fein mixen, Struktur erwünscht.;Ersetzt den traditionellen Mühlen-Prozess.;Kolumbien (Andenregion);Ursprünglich indigen. 'Choclo' bezeichnet den jungen, süssen Mais.;Beliebtes Streetfood, oft in Maisblättern serviert.;
active;COL-ARE-01;COL-00002-G-001;1;Arepa de Choclo;Kolumbianische Brote;2;1 Tasse Masarepa (gelb), 2 EL Zucker, 1 TL Salz;Quellen: Die Maispaste mit dem Maismehl (Masarepa), Zucker und Salz mischen. 10 Minuten stehen lassen, damit das Mehl die Flüssigkeit aufsaugt und die Masse fester wird.;Mischen,Ruhen;10 Min;COL-00002-G-001-st2.jpg;Anden-Rezept;COL-00002-G-001.jpg;Professional food photography, yellow corn batter thickening in bowl, spoon;blurry, text, cartoon;Professional food photography, Arepa de Choclo, golden corn pancake folded over melting white cheese, steam;blurry, text, cartoon;Teig dickt nach.;Muss löffelbar, nicht giessbar sein.;Masarepa bindet die Flüssigkeit.;Kolumbien (Andenregion);Ursprünglich indigen. 'Choclo' bezeichnet den jungen, süssen Mais.;Beliebtes Streetfood, oft in Maisblättern serviert.;
active;COL-ARE-01;COL-00002-G-001;1;Arepa de Choclo;Kolumbianische Brote;3;Butter (zum Braten), Mozzarella Scheiben;Braten & Füllen: In heisser Butter Teigkleckse braten (wie Pancakes). Wenn Unterseite braun, wenden. Käsescheibe auflegen, Arepa zusammenklappen oder zweite Arepa oben drauf. Weiterbraten bis Käse schmilzt.;Braten,Füllen;15 Min;COL-00002-G-001-st3.jpg;Anden-Rezept;COL-00002-G-001.jpg;Professional food photography, frying corn arepas in iron skillet, melting cheese;blurry, text, cartoon;Professional food photography, Arepa de Choclo, golden corn pancake folded over melting white cheese, steam;blurry, text, cartoon;Mittlere Hitze, Zucker verbrennt schnell.;Käse muss Fäden ziehen.;Gusseisenpfanne ideal.;Kolumbien (Andenregion);Ursprünglich indigen. 'Choclo' bezeichnet den jungen, süssen Mais.;Beliebtes Streetfood, oft in Maisblättern serviert.;
active;COL-ALM-01;COL-00003-G-001;1;Almojábana;Kolumbianische Brote;1;400g Cuajada (oder Ricotta/Feta Mix);Käse vorbereiten: Den Frischkäse (Cuajada) extrem fein zerdrücken, reiben oder durch ein Sieb streichen. Er muss sehr weich und klumpenfrei sein.;Passieren;10 Min;COL-00003-G-001-st1.jpg;Boyacá Tradition;COL-00003-G-001.jpg;Professional food photography, sieving white cheese curds, soft texture;blurry, text, cartoon;Professional food photography, Almojabana bread, small round fluffy cheese breads, golden spots, basket;blurry, text, cartoon;Keine grossen Klumpen lassen.;Ricotta gut abtropfen lassen.;Basis für die Fluffigkeit.;Kolumbien (Cundinamarca & Boyacá);Name aus dem Arabischen 'al-muyabbana' (die mit Käse Gemischte).;Wird oft mit heisser Schokolade (inklusive Käsewürfel darin) gegessen.;
active;COL-ALM-01;COL-00003-G-001;1;Almojábana;Kolumbianische Brote;2;150g Masarepa, 2 EL Zucker, 1 TL Backpulver, 1 Ei;Teig herstellen: Alle Zutaten zum Käse geben. Kneten, bis ein homogener, sehr weicher Teig entsteht. Er ist feuchter als Pandebono-Teig.;Kneten;5 Min;COL-00003-G-001-st2.jpg;Boyacá Tradition;COL-00003-G-001.jpg;Professional food photography, mixing soft sticky cheese dough by hand;blurry, text, cartoon;Professional food photography, Almojabana bread, small round fluffy cheese breads, golden spots, basket;blurry, text, cartoon;Backpulver ist wichtig für den Trieb.;Teig ist klebrig aber formbar.;Zucker hilft bei der Bräunung.;Kolumbien (Cundinamarca & Boyacá);Name aus dem Arabischen 'al-muyabbana' (die mit Käse Gemischte).;Wird oft mit heisser Schokolade (inklusive Käsewürfel darin) gegessen.;
active;COL-ALM-01;COL-00003-G-001;1;Almojábana;Kolumbianische Brote;3;Keine;Backen: Kleine Bällchen (ca. 50g) formen. Auf Backblech legen. Bei 200°C ca. 15-20 Min backen. Sie gehen stark auf und bekommen eine rissige Oberfläche.;Backen;20 Min;COL-00003-G-001-st3.jpg;Boyacá Tradition;COL-00003-G-001.jpg;Professional food photography, baking almojabanas in oven, rising dough;blurry, text, cartoon;Professional food photography, Almojabana bread, small round fluffy cheese breads, golden spots, basket;blurry, text, cartoon;Goldbraune Farbe anstreben.;Innen sehr luftig/schwammig.;Heiss am besten.;Kolumbien (Cundinamarca & Boyacá);Name aus dem Arabischen 'al-muyabbana' (die mit Käse Gemischte).;Wird oft mit heisser Schokolade (inklusive Käsewürfel darin) gegessen.;
active;COL-YUC-01;COL-00004-G-001;1;Pan de Yuca;Kolumbianische Brote;1;250g Tapiokastärke, 250g Queso Costeño (gerieben), 1 TL Backpulver;Trocken mischen: Die sehr feine Stärke mit dem fein geriebenen, salzigen Käse und Backpulver mischen.;Mischen;5 Min;COL-00004-G-001-st1.jpg;Küste & Inland;COL-00004-G-001.jpg;Professional food photography, bowl with tapioca starch and grated cheese;blurry, text, cartoon;Professional food photography, Pan de Yuca, crescent shaped cheese breads, light color, airy texture;blurry, text, cartoon;Käse muss trocken sein.;Stärke stiebt sehr leicht.;Gut verteilen.;Kolumbien (Landesweit);Nutzung von Yuca (Maniok) ist indigen, kombiniert mit europäischem Käse.;Oft als Hufeisen geformt, wird schnell hart, daher frisch essen.;
active;COL-YUC-01;COL-00004-G-001;1;Pan de Yuca;Kolumbianische Brote;2;1 Ei, 50g weiche Butter, evtl. Wasser;Kneten: Butter und Ei zugeben. Kneten. Der Teig wirkt erst zu trocken. Weitermachen! Die Körperwärme verbindet Käsefett und Stärke. Nur im Notfall 1 EL Wasser zugeben.;Kneten;10 Min;COL-00004-G-001-st2.jpg;Küste & Inland;COL-00004-G-001.jpg;Professional food photography, kneading crumbly tapioca dough, hands;blurry, text, cartoon;Professional food photography, Pan de Yuca, crescent shaped cheese breads, light color, airy texture;blurry, text, cartoon;Geduld beim Kneten.;Teig darf nicht nass sein.;Sollte glatt und fest werden.;Kolumbien (Landesweit);Nutzung von Yuca (Maniok) ist indigen, kombiniert mit europäischem Käse.;Oft als Hufeisen geformt, wird schnell hart, daher frisch essen.;
active;COL-YUC-01;COL-00004-G-001;1;Pan de Yuca;Kolumbianische Brote;3;Keine;Formen & Backen: Teig in Portionen teilen, zu Rollen formen und dann zu Hufeisen (Halbmonden) biegen. Bei 200°C ca. 15-20 Min backen. Sie bleiben eher hell.;Formen,Backen;20 Min;COL-00004-G-001-st3.jpg;Küste & Inland;COL-00004-G-001.jpg;Professional food photography, shaping dough into crescents on table;blurry, text, cartoon;Professional food photography, Pan de Yuca, crescent shaped cheese breads, light color, airy texture;blurry, text, cartoon;Hufeisenform ist typisch.;Nicht zu dunkel backen.;Innen hohl und luftig.;Kolumbien (Landesweit);Nutzung von Yuca (Maniok) ist indigen, kombiniert mit europäischem Käse.;Oft als Hufeisen geformt, wird schnell hart, daher frisch essen.;
active;COL-ROS-01;COL-00005-G-001;1;Roscón de Arequipe;Kolumbianische Brote;1;500g Weizenmehl, 7g Hefe, 60g Zucker, 200ml Wasser;Teig ansetzen: Hefe in Wasser aktivieren. Mit Mehl und Zucker vermischen. Dann Butter, Ei und Salz einkneten, bis ein elastischer Hefeteig entsteht (ca. 10 Min).;Kneten;15 Min;COL-00005-G-001-st1.jpg;Bäckerei Standard;COL-00005-G-001.jpg;Professional food photography, kneading elastic yeast dough on wooden board;blurry, text, cartoon;Professional food photography, Roscon de Arequipe, large ring bread with sugar topping and caramel filling oozing out;blurry, text, cartoon;Fenstertest machen.;Teig muss glatt sein.;Standard-Hefeteigführung.;Kolumbien (Landesweit);Erbe der spanischen Bäckerkunst, angepasst mit lokalen süssen Füllungen.;In jeder Bäckerei zu finden. Rot = Guave, Braun = Arequipe.;
active;COL-ROS-01;COL-00005-G-001;1;Roscón de Arequipe;Kolumbianische Brote;2;Keine;Gare: Teig abgedeckt 1 Stunde an einem warmen Ort gehen lassen, bis er sich verdoppelt hat.;Gären;60 Min;COL-00005-G-001-st2.jpg;Bäckerei Standard;COL-00005-G-001.jpg;Professional food photography, risen dough in bowl, doubled in size;blurry, text, cartoon;Professional food photography, Roscon de Arequipe, large ring bread with sugar topping and caramel filling oozing out;blurry, text, cartoon;Keine Zugluft.;Volumen ist wichtig.;Zeit für Füllung vorbereiten.;Kolumbien (Landesweit);Erbe der spanischen Bäckerkunst, angepasst mit lokalen süssen Füllungen.;In jeder Bäckerei zu finden. Rot = Guave, Braun = Arequipe.;
active;COL-ROS-01;COL-00005-G-001;1;Roscón de Arequipe;Kolumbianische Brote;3;Arequipe (Dulce de Leche) oder Guavenpaste;Füllen & Formen: Teig ausrollen zu langem Strang. Arequipe in die Mitte spritzen/streichen. Teig längs verschliessen (Rolle). Zum Ring formen. Enden verbinden.;Füllen,Rollen;15 Min;COL-00005-G-001-st3.jpg;Bäckerei Standard;COL-00005-G-001.jpg;Professional food photography, piping dulce de leche onto dough strip;blurry, text, cartoon;Professional food photography, Roscon de Arequipe, large ring bread with sugar topping and caramel filling oozing out;blurry, text, cartoon;Gut verschliessen!;Naht nach unten.;Ring muss gleichmässig sein.;Kolumbien (Landesweit);Erbe der spanischen Bäckerkunst, angepasst mit lokalen süssen Füllungen.;In jeder Bäckerei zu finden. Rot = Guave, Braun = Arequipe.;
active;COL-ROS-01;COL-00005-G-001;1;Roscón de Arequipe;Kolumbianische Brote;4;Ei (zum Bestreichen), Zucker;Finish & Backen: Mit der Schere ringsum im Abstand von 3cm einschneiden ("Zackenkrone"). Mit Ei bestreichen und Zucker bestreuen. Bei 180°C ca. 20 Min backen.;Schneiden,Backen;25 Min;COL-00005-G-001-st4.jpg;Bäckerei Standard;COL-00005-G-001.jpg;Professional food photography, cutting dough ring with scissors, sugar topping;blurry, text, cartoon;Professional food photography, Roscon de Arequipe, large ring bread with sugar topping and caramel filling oozing out;blurry, text, cartoon;Scherenschnitt für Optik.;Zucker karamellisiert.;Goldbraun backen.;Kolumbien (Landesweit);Erbe der spanischen Bäckerkunst, angepasst mit lokalen süssen Füllungen.;In jeder Bäckerei zu finden. Rot = Guave, Braun = Arequipe.;
active;ITA-LM-001;ITA-00001-B-001;1;Levito Madre (Neuzucht);Treibmittel;1;200g Weizenmehl (starkes Mehl, viel Protein), 100g Wasser, 1 EL Honig (oder geriebener Apfel);Start (Tag 1): Mische das Mehl, Wasser und den "Starter" (Honig/Apfel liefert wilde Hefen) zu einer festen Teigkugel. Einritzen (Kreuz). In ein hohes, schmales Glas geben, mit Tuch abdecken. 48h bei Raumtemperatur (22-25°C) stehen lassen.;Mischen;10 Min;ITA-00001-B-001-st1.jpg;Italien;ITA-00001-B-001.jpg;Professional food photography, mixing flour water and honey in a bowl to start sourdough, sticky dough ball;blurry, text, cartoon;Professional food photography, strong active Levito Madre (stiff sourdough starter) in a tall glass jar, honeycomb structure visible from side, cross cut on top opened up like a flower, bubbling, 8k, photorealistic;blurry, text, dead, moldy, liquid;Honig hilft beim Startschuss (Futter).;Glas muss hoch sein, Masse verdoppelt sich.;Sauber arbeiten!;Italien;Die "Mutterhefe" ist das Herzstück italienischer Backkunst (Panettone).;Wird oft vererbt und wie ein Haustier behandelt. Hydration ist typischerweise 50% (fest).;
active;ITA-LM-001;ITA-00001-B-001;1;Levito Madre (Neuzucht);Treibmittel;2;100g vom Ansatz (Tag 1), 100g Mehl, 50g Wasser;Erste Fütterung (Tag 3): Nimm 100g vom alten Teig (den Rest entsorgen oder als 'Auffrischrest' verbacken). Mische ihn mit frischem Mehl und Wasser. Gut kneten, kugeln, einschneiden. Wieder ins saubere Glas. 24h warten.;Füttern;10 Min;ITA-00001-B-001-st2.jpg;Italien;ITA-00001-B-001.jpg;Professional food photography, discarding half of sourdough starter and adding fresh flour, feeding process;blurry, text, cartoon;Professional food photography, strong active Levito Madre (stiff sourdough starter) in a tall glass jar, honeycomb structure visible from side, cross cut on top opened up like a flower, bubbling, 8k, photorealistic;blurry, text, dead, moldy, liquid;Geruch sollte säuerlich-fruchtig sein (Joghurt/Apfel).;Nicht faulig!;Teig muss fest sein (wie Knete).;Italien;Die "Mutterhefe" ist das Herzstück italienischer Backkunst (Panettone).;Wird oft vererbt und wie ein Haustier behandelt. Hydration ist typischerweise 50% (fest).;
active;ITA-LM-001;ITA-00001-B-001;1;Levito Madre (Neuzucht);Treibmittel;3;100g vom Ansatz, 100g Mehl, 50g Wasser;Stärkung (Tag 4-6): Wiederhole den Vorgang täglich. 100g Ansatz + 100g Mehl + 50g Wasser. Der Trieb sollte jeden Tag stärker werden. Wenn er sich innerhalb von 3-4 Stunden verdoppelt, ist er fertig.;Füttern;10 Min;ITA-00001-B-001-st3.jpg;Italien;ITA-00001-B-001.jpg;Professional food photography, kneading stiff sourdough ball, smooth texture;blurry, text, cartoon;Professional food photography, strong active Levito Madre (stiff sourdough starter) in a tall glass jar, honeycomb structure visible from side, cross cut on top opened up like a flower, bubbling, 8k, photorealistic;blurry, text, dead, moldy, liquid;Geduld haben.;Temperatur ist wichtig (26-28°C ideal für milden Geschmack).;Wenn Schimmel: Wegwerfen.;Italien;Die "Mutterhefe" ist das Herzstück italienischer Backkunst (Panettone).;Wird oft vererbt und wie ein Haustier behandelt. Hydration ist typischerweise 50% (fest).;
active;ITA-LM-001;ITA-00001-B-001;1;Levito Madre (Neuzucht);Treibmittel;4;Wasserbad (warm), Zucker (optional);Pflege & Baden (Bagnetto): Wenn der LM zu sauer wird (riecht stechend), wird er "gebadet". In Scheiben schneiden, 20 Min in leicht gesüsstes Wasser legen. Er schwimmt oben, Säure wäscht sich aus. Danach normal füttern.;Waschen;30 Min;ITA-00001-B-001-st4.jpg;Italien;ITA-00001-B-001.jpg;Professional food photography, slices of sourdough starter floating in a bowl of water, washing acidity;blurry, text, cartoon;Professional food photography, strong active Levito Madre (stiff sourdough starter) in a tall glass jar, honeycomb structure visible from side, cross cut on top opened up like a flower, bubbling, 8k, photorealistic;blurry, text, dead, moldy, liquid;Nur bei Problemen nötig (Bagnetto).;Nimmt die Essigsäure.;Macht den LM mild für Panettone.;Italien;Die "Mutterhefe" ist das Herzstück italienischer Backkunst (Panettone).;Wird oft vererbt und wie ein Haustier behandelt. Hydration ist typischerweise 50% (fest).;

active;BAS-LAT-001;BAS-00001-G-001;1;Empanada-Teig (Weizen / Argentinisch);Grundteige;1;500g Weizenmehl (Type 550), 100g Rinderschmalz (oder Butter), 1 TL Salz, 200ml warmes Wasser;Mischen & Kneten: Schmalz schmelzen. Mehl mit Salz mischen. Fett und Wasser in die Mitte geben. Zu einem glatten, geschmeidigen Teig kneten. (Nicht zu fest).;Kneten;20 Min;BAS-00001-G-001-st1.jpg;Argentinien;BAS-00001-G-001.jpg;Professional food photography, kneading smooth empanada dough ball on wooden table;blurry, text, cartoon;Professional food photography, Stack of raw empanada dough discs (tapas) separated by wax paper, flour dusted, rolling pin nearby, rustic wooden table, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors, cooked food;Rinderschmalz (Grasa) ist authentisch für den Geschmack.;Teig muss elastisch sein.;;;Argentinien;Basis für fast alle argentinischen Empanadas.;In Argentinien kauft man diese Scheiben oft fertig als "Tapas para Empanadas" im Supermarkt.;
active;BAS-LAT-001;BAS-00001-G-001;1;Empanada-Teig (Weizen / Argentinisch);Grundteige;2;Stärke (zum Ausrollen);Ruhen & Ausstechen: Teig 30 Min kühl stellen (wichtig!). Dünn ausrollen (ca. 2-3mm). Kreise ausstechen (10-12cm). Zwischen Folie stapeln.;Ausrollen,Ausstechen;40 Min;BAS-00001-G-001-st2.jpg;Argentinien;BAS-00001-G-001.jpg;Professional food photography, cutting circular dough discs from rolled out dough sheet;blurry, text, cartoon;Professional food photography, Stack of raw empanada dough discs (tapas) separated by wax paper, flour dusted, rolling pin nearby, rustic wooden table, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors, cooked food;Kühlen verhindert, dass sich der Teig beim Backen zusammenzieht.;Reste nur 1x neu verkneten.;;;Argentinien;Basis für fast alle argentinischen Empanadas.;In Argentinien kauft man diese Scheiben oft fertig als "Tapas para Empanadas" im Supermarkt.;
